10000 4 0
1840     912	911	658	2498
1841     130	2306	1604	128
1842     2422	2730	1973	2350
1843     1014	2386	2387	1184
1844     1012	1946	2589	2473
1845     1509	77	79	2621
1846     1212	670	1679	508
1847     2100	462	1791	636
1848     2408	2185	2184	2436
1849     2673	833	511	1801
1850     2002	2033	2619	2591
1851     1075	2404	2683	1284
1852     2084	332	1782	1886
1853     2607	2534	375	2674
1854     1836	277	1351	242
1855     855	393	413	2143
1856     254	2454	2350	1973
1857     2437	1063	1787	1193
1858     276	274	275	2427
1859     781	1329	1122	2392
1860     1123	1125	24	1124
1861     2604	1347	2505	2602
1862     2235	2006	879	2007
1863     2394	2593	2619	2591
1864     2033	2245	2244	2027
1865     568	80	1169	1385
1866     2191	2143	659	2192
1867     1138	2420	2081	1820
1868     2674	2534	2044	269
1869     2288	2490	2289	2156
1870     2712	2375	828	830
1871     1300	1299	2273	506
1872     277	1857	1351	242
1873     2149	2417	2330	1429
1874     2127	2399	2398	2125
1875     688	950	2108	1602
1876     2105	2370	1126	2427
1877     1401	2251	2252	2416
1878     85		2314	262	989
1879     2394	1250	2591	2121
1880     598	599	1799	1791
1881     2714	836	2443	759
1882     437	560	2196	439
1883     190	2183	192	2222
1884     1497	1681	1043	2088
1885     2497	2499	2164	2293
1886     2112	1765	293	2733
1887     1886	2558	1026	2677
1888     1474	1106	2168	161
1889     2114	103	2249	1297
1890     133	132	614	1996
1891     2195	1417	117	118
1892     545	850	1140	2054
1893     170	2061	45	44
1894     2074	2469	2441	962
1895     172	1816	173	2234
1896     2106	1333	2340	2068
1897     2039	1567	2038	2036
1898     754	2501	2268	2070
1899     1274	2643	191	2470
1900     191	1548	1819	2643
1901     2028	2002	2027	2273
1902     245	244	895	2010
1903     80		1590	82	2207
1904     712	711	2592	2130
1905     180	1667	1666	1241
1906     1358	1923	359	2237
1907     2593	2130	2627	2594
1908     2722	2133	2262	1035
1909     450	2550	2551	317
1910     724	252	761	762
1911     365	1911	366	2372
1912     1792	1720	17	2418
1913     1267	1643	24	2663
1914     2139	655	1099	1863
1915     1300	1615	2223	334
1916     1935	2334	2718	284
1917     1945	1801	1776	1365
1918     1494	2379	2188	2096
1919     1906	2146	1425	2089
1920     1364	2601	2228	2625
1921     2040	461	459	1271
1922     883	1407	789	2630
1923     260	2640	2645	258
1924     1548	2643	2351	1819
1925     1660	2615	1512	1466
1926     2052	786	2050	2341
1927     2054	2667	2205	113
1928     2427	1498	1126	276
1929     1378	1380	235	743
1930     2341	2052	1475	2050
1931     1487	406	2144	404
1932     2728	2231	734	1767
1933     274	2427	2083	275
1934     1796	2310	2311	2312
1935     2366	2367	2059	1932
1936     1154	2047	2644	935
1937     1529	2526	7	2173
1938     1915	1724	1326	1327
1939     1510	2343	2402	2224
1940     129	2224	2282	1504
1941     671	673	2595	672
1942     1002	1675	1670	2709
1943     491	1572	492	2487
1944     2405	315	837	1020
1945     725	562	1795	2290
1946     209	210	208	2500
1947     1341	2484	1277	1113
1948     1537	1734	1607	1103
1949     1146	2120	1145	1225
1950     170	2225	2341	2020
1951     1886	2331	1899	1700
1952     733	1186	1715	2549
1953     2540	2593	2594	2002
1954     1468	1638	1230	2170
1955     1909	402	401	2136
1956     289	2720	2359	2360
1957     215	2553	851	2552
1958     329	331	2136	938
1959     865	1883	1596	408
1960     2585	1708	2586	1699
1961     1698	2586	1699	1091
1962     338	1398	339	2313
1963     1339	1972	59	2730
1964     2090	2171	1232	2170
1965     61		62	60	829
1966     2526	2723	8	2173
1967     551	414	36	1975
1968     976	1201	202	2666
1969     2198	2418	2019	2428
1970     2190	2189	1932	2072
1971     1038	1164	1118	2057
1972     1290	2174	2175	1289
1973     2586	1091	1698	1936
1974     342	341	1998	2044
1975     334	2000	1951	2331
1976     2529	1478	2450	1074
1977     2064	833	832	2673
1978     2142	2068	2637	2108
1979     2381	2249	2114	2250
1980     886	1586	761	1666
1981     58		783	785	1847
1982     2537	1894	1855	2572
1983     2273	2002	2289	1299
1984     2324	317	2154	2065
1985     2398	38	2399	2400
1986     2226	2390	2199	2472
1987     872	870	871	2141
1988     1081	223	2136	903
1989     2126	1324	2127	427
1990     2692	64	20	63
1991     2399	2164	2127	2400
1992     2062	2124	2487	2568
1993     2274	172	2234	2009
1994     2304	2472	2227	2256
1995     2520	1021	291	1022
1996     725	1795	1794	2290
1997     960	962	2276	21
1998     2090	586	2536	587
1999     422	420	2526	2371
2000     2714	2444	951	452
2001     696	2641	951	697
2002     2101	2187	808	2168
2003     2711	2523	319	321
2004     1102	1100	1734	1607
2005     687	1249	1146	2120
2006     1194	1881	1874	1873
2007     2043	2629	668	1998
2008     2344	179	2688	2345
2009     1269	812	2103	392
2010     2263	2227	2472	2229
2011     54		2378	55	2095
2012     86		88	937	938
2013     875	984	2396	553
2014     888	1384	889	2128
2015     2011	2051	364	2393
2016     457	550	2511	2274
2017     1863	656	873	1722
2018     2452	2516	2025	2694
2019     868	110	1788	354
2020     1924	2537	617	616
2021     2605	2647	2540	2287
2022     2216	1079	395	461
2023     478	479	398	187
2024     2100	636	635	463
2025     2636	1884	2108	948
2026     1678	2524	794	1710
2027     2212	31	32	2358
2028     1669	2391	633	2702
2029     1846	58	783	2453
2030     2453	59	57	1972
2031     2180	2699	2192	854
2032     317	1848	2154	2065
2033     321	2711	2710	1840
2034     1967	1488	701	2275
2035     1853	1889	739	200
2036     908	907	1560	2336
2037     803	1928	805	1251
2038     561	2532	1183	2626
2039     148	2023	831	2578
2040     2016	1086	1760	1049
2041     2050	2052	2051	786
2042     1577	2099	2485	2645
2043     2164	705	2497	2293
2044     992	2716	2576	2037
2045     984	875	2396	1454
2046     72		1182	1929	956
2047     2435	2045	2046	2434
2048     2570	2020	134	786
2049     618	2614	950	1174
2050     1575	864	1527	865
2051     255	254	1894	2717
2052     2079	2484	2658	1556
2053     957	112	956	1788
2054     107	2087	2162	108
2055     1906	2089	2525	663
2056     2330	1683	2220	1429
2057     1851	68	454	1823
2058     1451	440	303	2608
2059     2082	1045	2370	2083
2060     1251	2120	2121	2041
2061     187	399	394	1465
2062     2136	401	331	2138
2063     250	1187	1988	251
2064     2467	2552	1859	472
2065     2722	1035	92	2133
2066     898	2229	2262	1977
2067     555	553	554	2327
2068     2362	2547	1339	2548
2069     1920	1032	615	2600
2070     2686	229	742	1076
2071     1269	2103	812	2068
2072     1277	1278	2484	1343
2073     634	1057	1058	2364
2074     2571	757	1505	942
2075     2426	1802	1338	2425
2076     2145	1884	948	2108
2077     1339	1281	2236	2235
2078     131	130	1047	2201
2079     2508	1692	1673	2507
2080     287	2720	2553	433
2081     2374	2028	2025	2273
2082     2227	2229	2263	2493
2083     2486	2259	2487	491
2084     2380	1031	785	127
2085     2554	702	2705	704
2086     1327	1328	1326	1385
2087     1775	1136	1135	1642
2088     2205	2206	2204	2502
2089     1715	1184	2187	1186
2090     2298	1934	2481	708
2091     2437	310	1787	1063
2092     2324	1999	2665	2363
2093     2201	2621	1509	2546
2094     2457	307	852	853
2095     2180	1160	2492	1161
2096     1939	1450	1536	1728
2097     541	658	2346	912
2098     1747	2609	2463	2610
2099     2367	2188	2197	2189
2100     1365	1848	1745	1776
2101     2147	2664	1131	2649
2102     680	894	745	2683
2103     1240	181	1241	2583
2104     2354	18	2410	315
2105     1536	259	1543	1452
2106     118	1286	2519	2195
2107     2308	2415	939	2431
2108     939	2562	2043	2431
2109     1921	700	1067	2361
2110     498	496	497	2231
2111     580	95	97	2646
2112     2336	2337	2649	2298
2113     1050	1045	1044	2462
2114     2317	1796	2312	2525
2115     2321	2317	2311	2318
2116     794	2524	1678	2523
2117     322	607	2140	323
2118     830	73	2498	2497
2119     1501	704	703	2698
2120     920	1121	1151	2577
2121     1058	2364	2582	634
2122     20		21	19	2692
2123     47		2296	2207	776
2124     922	1185	920	2600
2125     2132	763	2257	2199
2126     2691	789	2639	2447
2127     2335	1325	2629	2307
2128     2547	1875	2182	1941
2129     377	2158	715	2246
2130     899	1593	1642	2221
2131     2283	955	2510	52
2132     1041	1966	802	2277
2133     2293	38	2400	707
2134     1848	2153	1108	1524
2135     1571	726	2347	2713
2136     1709	2344	179	2560
2137     2283	2282	2331	2000
2138     2307	1552	1608	2401
2139     1895	2717	2503	1236
2140     1633	2201	1604	1605
2141     1967	700	1067	699
2142     1351	1353	2587	665
2143     1720	2418	2731	2428
2144     1789	2395	496	2231
2145     2682	2043	375	234
2146     1684	2436	1060	258
2147     2416	2198	971	2418
2148     2070	754	1600	2071
2149     1237	1236	527	2409
2150     2007	2088	2462	1043
2151     1134	1436	1150	1974
2152     2592	1235	711	1483
2153     2228	882	880	2625
2154     2133	972	973	92
2155     714	149	2109	713
2156     2166	1733	2721	763
2157     732	899	1531	2679
2158     2238	1343	2484	367
2159     2379	2438	2131	2472
2160     805	1934	1477	2336
2161     2298	2336	2337	1934
2162     1148	693	1384	889
2163     382	2502	383	2434
2164     1099	2139	2377	655
2165     1574	2003	2000	1300
2166     2095	2093	2373	2092
2167     737	735	736	1024
2168     658	541	2346	539
2169     1249	308	1146	2120
2170     67		985	2556	1054
2171     2641	951	697	451
2172     2283	955	52	954
2173     2275	962	21	2276
2174     1988	1411	1925	1348
2175     2333	2332	2101	2412
2176     2204	2533	2304	2153
2177     2154	2065	987	799
2178     2302	1851	68	589
2179     2107	2068	2637	2093
2180     2051	2727	2655	1402
2181     3		565	1	2539
2182     1000	1001	1002	2220
2183     2288	2002	2245	2287
2184     2374	1615	2223	1300
2185     2295	2108	2142	2637
2186     349	347	348	2508
2187     2316	2595	2596	2074
2188     2443	916	2680	2714
2189     2395	2231	1789	2132
2190     2281	141	2721	100
2191     976	975	2650	204
2192     1502	1644	1764	2661
2193     2354	2159	2428	2597
2194     49		50	2482	643
2195     2112	2580	293	1743
2196     1415	1456	2100	1422
2197     226	512	1266	493
2198     2452	2246	377	378
2199     2166	763	2131	2199
2200     1212	1997	1746	1860
2201     1088	1814	1818	2338
2202     2204	2046	2303	2305
2203     503	1518	2116	1519
2204     1480	239	702	2228
2205     526	525	2353	2179
2206     2380	785	1847	127
2207     2222	2184	2182	2183
2208     465	36	2671	34
2209     2176	264	2400	266
2210     2429	2597	2160	716
2211     2040	459	1034	1533
2212     2408	2094	2185	2409
2213     1753	2259	1005	1004
2214     2254	256	2655	2010
2215     2603	2126	2602	2726
2216     854	2192	2180	1160
2217     2524	2523	319	305
2218     2144	472	2032	2572
2219     2430	2354	2069	247
2220     779	1992	1295	600
2221     513	657	1867	514
2222     2303	2697	2321	2438
2223     1277	982	981	2611
2224     304	302	303	2608
2225     2392	438	2520	2051
2226     1397	1746	126	2476
2227     1571	727	726	2713
2228     1565	1081	1566	2164
2229     2489	2639	2490	2432
2230     2199	2472	2256	2226
2231     1605	1046	2201	2248
2232     1731	140	1730	1251
2233     539	1571	2347	2713
2234     475	2406	490	2530
2235     1698	1822	1936	1090
2236     1005	2259	1753	491
2237     772	1993	1994	661
2238     492	490	2530	995
2239     731	1663	1679	1276
2240     487	1112	2284	489
2241     2698	2256	2305	2555
2242     2231	1767	2728	498
2243     246	154	247	494
2244     454	456	1822	455
2245     1385	1340	1328	1345
2246     2505	2384	1824	2602
2247     880	882	914	1968
2248     2030	433	2088	2007
2249     1838	1225	2557	381
2250     557	1040	1795	2290
2251     1155	1660	2674	2510
2252     369	1779	1242	2659
2253     2441	962	1817	1729
2254     269	342	267	2534
2255     2513	2253	2419	2018
2256     887	2128	2049	2129
2257     1705	1059	1532	2544
2258     2205	2667	2054	2206
2259     2377	355	2376	2136
2260     2691	2009	2300	2393
2261     2434	2047	2046	2502
2262     1769	1276	1275	731
2263     2474	2475	2476	1892
2264     697	916	952	951
2265     643	642	50	2482
2266     2396	2327	983	2660
2267     2515	2650	2514	2301
2268     1447	2559	1129	1446
2269     778	1992	1296	1295
2270     2018	2060	2513	2679
2271     2518	374	469	468
2272     647	2602	1749	369
2273     960	1817	1158	2469
2274     810	2380	970	969
2275     2460	2225	2197	2020
2276     2096	2023	2365	2578
2277     137	339	2315	2313
2278     611	1332	612	2685
2279     2701	254	2566	2350
2280     2029	2105	1218	2144
2281     2651	603	692	1290
2282     2302	70	2006	576
2283     351	355	873	1099
2284     937	330	300	350
2285     2427	1269	2143	392
2286     1730	803	996	1251
2287     1656	336	2548	1379
2288     269	2044	2042	343
2289     1591	620	157	2642
2290     25		839	26	2202
2291     369	2501	647	2602
2292     1678	1710	927	2703
2293     1225	2120	381	687
2294     1363	931	1205	2557
2295     2295	2637	2358	31
2296     1997	508	1212	2706
2297     1110	758	2308	2443
2298     1456	1799	1422	1415
2299     2536	2171	586	2090
2300     2506	2187	2168	808
2301     136	2315	135	50
2302     404	472	2144	1487
2303     1528	1147	1685	729
2304     1754	964	2330	2734
2305     528	29	28	2210
2306     1979	98	2165	850
2307     2429	2597	2428	2160
2308     587	1432	1589	2090
2309     2137	1399	2376	706
2310     1041	849	1966	2277
2311     1212	2005	1998	341
2312     2658	468	2318	2491
2313     2660	983	2396	984
2314     2511	1176	2486	550
2315     482	907	909	2336
2316     714	987	713	2110
2317     1677	1597	1930	1725
2318     630	629	1279	2114
2319     945	2143	659	1993
2320     1014	2386	2273	692
2321     2304	2165	2472	2256
2322     1715	1184	2387	2157
2323     973	1792	971	2731
2324     2339	886	1112	487
2325     2566	2349	2185	2409
2326     436	434	2104	1869
2327     2165	100	1862	2167
2328     2407	2525	2089	773
2329     1676	1629	1879	2598
2330     2305	2644	2256	862
2331     326	2361	1921	1067
2332     528	278	2233	2210
2333     2401	749	2589	1013
2334     217	2620	218	2157
2335     2675	1701	1316	1118
2336     1332	612	247	611
2337     2526	2319	2723	2312
2338     838	2202	840	2248
2339     2152	2123	1306	1429
2340     2640	1536	1452	259
2341     1732	1695	1260	2352
2342     2497	705	1223	2293
2343     2448	2056	2522	2057
2344     1824	2463	2464	1747
2345     1997	509	2476	669
2346     1129	1775	1446	2559
2347     2084	129	290	2306
2348     2716	2205	2576	2203
2349     1421	1094	1093	298
2350     2011	364	1995	2393
2351     707	38	2400	2399
2352     2459	11	548	752
2353     1073	1813	983	2660
2354     122	828	829	2376
2355     1036	295	1963	1603
2356     1091	2396	1936	2586
2357     2033	2297	2394	2121
2358     609	791	607	1927
2359     2528	2103	2102	1158
2360     2226	2472	2256	2227
2361     354	2397	2401	1631
2362     1023	495	624	736
2363     1332	898	2024	2430
2364     1414	364	1393	1995
2365     2346	541	540	539
2366     2051	2341	786	438
2367     800	75	801	1790
2368     2468	263	1254	1367
2369     441	2710	853	2711
2370     1529	2526	2173	2238
2371     2624	2623	2567	2174
2372     1585	1584	1473	2496
2373     1289	2496	2624	1460
2374     930	1914	82	2207
2375     2072	2024	2189	2329
2376     2097	2098	2017	2099
2377     2389	2608	2373	440
2378     1910	1920	2600	2563
2379     2731	1896	1035	973
2380     1659	1002	1670	2220
2381     382	1618	2272	546
2382     1365	493	1108	1945
2383     2621	77	2343	1510
2384     2102	2163	2313	2108
2385     1665	747	1533	2040
2386     495	494	837	1024
2387     1504	1510	129	2224
2388     2694	2028	2402	2343
2389     2107	2106	819	2230
2390     2612	2627	51	2509
2391     1429	2584	891	2149
2392     2320	357	2469	1159
2393     1910	217	219	2157
2394     2397	1762	2589	1569
2395     2337	482	2481	1934
2396     1323	380	1204	2729
2397     1487	1735	2106	406
2398     107	2119	2162	1590
2399     2408	1410	2545	2215
2400     1267	2663	2732	1643
2401     2567	1743	2580	2113
2402     2509	1647	2510	186
2403     1450	1913	1451	1543
2404     1454	2585	875	2396
2405     1849	2097	1785	2389
2406     938	874	937	86
2407     1761	1595	1141	2653
2408     2230	2340	650	2108
2409     2664	2450	2034	1074
2410     2517	2096	2518	2109
2411     2448	2057	2522	2208
2412     1284	1866	81	2119
2413     2206	850	2054	2303
2414     1059	1005	1004	1753
2415     501	2599	500	1170
2416     2427	275	2699	2083
2417     308	2120	2041	139
2418     415	39	694	2531
2419     819	436	435	2572
2420     2629	2476	1998	1397
2421     2086	1198	2036	2038
2422     2139	874	87	1863
2423     792	1280	790	1927
2424     2468	263	1367	2687
2425     2556	2095	2212	2373
2426     1134	1436	1579	2221
2427     2483	2482	642	2171
2428     197	1187	723	252
2429     2709	1308	926	2584
2430     2619	2298	2297	2033
2431     268	2130	2495	2509
2432     2577	692	1014	1121
2433     2352	2115	1258	1259
2434     2698	1500	704	2705
2435     149	410	147	2703
2436     634	463	2364	1961
2437     2234	2150	2034	2027
2438     2200	2333	1434	2101
2439     2427	2369	2105	2370
2440     1784	2285	1770	1874
2441     2116	2195	2520	1582
2442     1550	510	1922	607
2443     57		1058	2467	1522
2444     1291	2175	1289	1290
2445     2346	2347	1723	2713
2446     2138	329	2137	1449
2447     2543	2633	1580	1864
2448     1377	1515	1345	1328
2449     2640	260	1713	1535
2450     2297	805	2298	1934
2451     1873	1881	1992	1194
2452     168	1648	169	2421
2453     922	920	921	1622
2454     1430	1360	2281	1220
2455     651	2536	2241	2483
2456     51		2674	2729	2627
2457     2656	1148	426	2049
2458     2324	2154	2363	2665
2459     2040	2544	1816	2194
2460     2724	2485	258	1273
2461     2316	2522	50	2218
2462     1730	1928	803	1251
2463     694	39	2399	2531
2464     2036	2037	2038	2039
2465     2629	1552	1325	669
2466     2684	940	166	2569
2467     2716	992	2576	1144
2468     1298	1297	2734	2249
2469     749	750	2589	106
2470     120	121	119	2433
2471     2132	972	92	1789
2472     1159	1158	1817	2469
2473     804	803	1928	805
2474     2643	1941	2183	191
2475     2315	423	339	135
2476     2054	2053	2203	2135
2477     419	284	2309	1263
2478     1708	156	158	2585
2479     861	1630	936	2257
2480     957	1631	956	264
2481     562	2278	2478	1053
2482     1717	634	2552	1961
2483     2186	999	1768	998
2484     2110	1108	987	2154
2485     2186	2155	1768	1844
2486     2003	2540	2287	53
2487     2586	1268	1708	2585
2488     2178	2179	1534	1095
2489     2225	2325	169	2451
2490     50		2482	2483	2316
2491     2413	1371	1880	1599
2492     572	2662	1174	1173
2493     2190	1932	2367	2366
2494     2377	719	655	229
2495     843	510	607	1922
2496     1409	2378	2545	2215
2497     2262	2722	1977	2702
2498     1834	1458	2564	1933
2499     168	2020	2225	170
2500     1210	1770	1318	780
2501     1265	277	241	1540
2502     2064	1745	1255	1686
2503     2259	1003	2176	1228
2504     1248	2062	2307	681
2505     1991	1194	1282	535
2506     2706	205	1212	1211
2507     849	1041	1686	2277
2508     1938	1450	1728	1913
2509     2628	932	2704	933
2510     905	2045	2047	1808
2511     940	179	939	2345
2512     2470	1274	2724	1272
2513     1900	1811	2525	2371
2514     2663	24	156	2477
2515     1598	754	2071	1600
2516     483	682	1490	2530
2517     2653	1142	672	1141
2518     2		2448	3	2056
2519     859	958	2265	959
2520     2374	2025	507	2273
2521     752	1015	1016	2455
2522     2500	74	75	801
2523     1246	117	753	2195
2524     2734	2249	2251	2252
2525     2084	332	2331	334
2526     1160	2492	1849	2092
2527     1354	2550	2363	2551
2528     868	1762	2397	1788
2529     2437	310	2285	442
2530     2009	2027	2234	2512
2531     2377	828	2376	829
2532     1670	892	891	2709
2533     1099	60	62	829
2534     2594	2557	2282	1225
2535     2576	2502	2575	2205
2536     2105	1269	2068	2427
2537     1996	2018	2008	2253
2538     876	2296	777	776
2539     552	1069	2260	534
2540     2091	2312	2658	2670
2541     539	2347	540	2346
2542     1813	1090	984	2660
2543     2007	431	1043	835
2544     1077	890	802	1691
2545     1351	1857	1352	1382
2546     987	1783	1776	1108
2547     1731	1861	718	2584
2548     376	2694	2452	507
2549     2247	823	2696	2135
2550     2478	1053	2278	2258
2551     2377	2139	2136	229
2552     1610	1666	1586	886
2553     2151	2149	755	245
2554     708	2063	709	2481
2555     2523	2578	147	1678
2556     281	2111	1743	2113
2557     1907	865	2181	1883
2558     800	1967	1790	2086
2559     893	1079	2664	1757
2560     2069	2430	247	2329
2561     2593	1495	2700	2592
2562     1044	1050	1049	1045
2563     2512	2511	2489	2487
2564     1819	1548	583	2351
2565     2087	2266	2203	2267
2566     2158	2152	2025	2516
2567     2091	2090	2312	2172
2568     78		77	1145	2122
2569     1192	2437	1282	2442
2570     355	2376	2136	2137
2571     182	645	646	1036
2572     2130	710	2480	2627
2573     2604	2505	1987	1824
2574     2352	1702	2353	1260
2575     1134	1438	2708	1136
2576     2242	2244	2298	2245
2577     556	1860	1397	1998
2578     2303	2135	2206	2321
2579     2651	603	2273	692
2580     2688	754	1242	2659
2581     1099	351	355	2139
2582     2062	2490	2647	2568
2583     118	2050	116	753
2584     2294	2270	1206	174
2585     146	2502	2601	1143
2586     1210	2285	442	1770
2587     1587	2322	120	2325
2588     760	247	153	2354
2589     2488	2124	2334	2568
2590     223	225	1302	224
2591     321	2188	1117	1494
2592     507	378	1707	2452
2593     2070	2635	2561	652
2594     2456	852	2457	307
2595     520	2495	2557	1205
2596     27		25	26	2248
2597     1849	1160	2657	1167
2598     1731	1730	996	1251
2599     2355	1993	2191	2356
2600     1178	347	2508	2617
2601     1013	2535	1608	1897
2602     2669	2200	2569	2622
2603     2119	1866	81	108
2604     2186	2332	2168	2187
2605     2106	2068	2105	406
2606     330	329	938	331
2607     371	495	1266	845
2608     2244	2530	492	2487
2609     2297	1931	2394	805
2610     562	1075	2448	2278
2611     1235	2592	711	1233
2612     897	1501	2698	896
2613     2535	509	1553	1552
2614     2199	2132	2390	633
2615     1339	2730	2422	2350
2616     2293	1007	38	707
2617     1110	2043	2308	2682
2618     2385	2626	2478	1113
2619     78		1145	1805	2122
2620     2460	2571	2648	2439
2621     568	1561	1724	1084
2622     985	2210	2214	28
2623     653	282	648	2292
2624     1088	1169	1385	1328
2625     732	774	2513	2018
2626     25		1046	2202	2248
2627     2392	2112	2111	364
2628     2632	2172	2171	2483
2629     171	457	257	2274
2630     1235	1495	2592	2700
2631     1497	1086	274	2083
2632     483	2530	2337	2481
2633     2104	1058	1657	2467
2634     2418	1429	2417	1307
2635     1284	1075	2338	2683
2636     2539	2521	3	565
2637     1910	361	1920	2563
2638     375	2674	1391	51
2639     1421	580	2690	297
2640     911	910	124	1229
2641     919	346	662	2146
2642     939	2562	2431	2345
2643     2579	372	373	2573
2644     1734	1102	1103	1101
2645     2262	2133	2722	2390
2646     171	2486	550	2274
2647     979	1315	1314	2368
2648     2430	2261	1655	2024
2649     382	1143	383	2502
2650     1976	254	1973	2454
2651     2681	1008	1632	1010
2652     460	964	1453	2330
2653     2113	2112	2111	1743
2654     626	627	2354	17
2655     309	1209	1063	2285
2656     1752	515	1390	2141
2657     2130	381	2495	2594
2658     850	99	2165	2046
2659     647	282	2292	648
2660     1311	2425	2423	2260
2661     2474	669	2476	509
2662     2200	2333	2101	2569
2663     2646	580	2680	2690
2664     2505	1349	1347	222
2665     86		874	1305	1885
2666     1192	1193	1194	2437
2667     1719	362	1718	6
2668     2277	387	923	924
2669     2503	2717	2446	2409
2670     1332	2493	898	612
2671     2661	353	1565	1324
2672     2590	1103	1938	91
2673     2574	2103	945	2528
2674     1681	432	1771	431
2675     462	1594	216	2100
2676     2341	1195	786	438
2677     2313	2108	1891	340
2678     2553	287	433	1717
2679     2058	2059	2060	2559
2680     1600	1598	1599	2412
2681     2719	973	2731	2133
2682     2105	1127	542	1269
2683     1856	1574	1299	2003
2684     2264	918	916	2444
2685     2000	2283	2001	977
2686     2631	1240	181	2610
2687     2248	1604	15	13
2688     423	989	262	2314
2689     2540	2627	2612	2001
2690     2091	2238	2372	2237
2691     247	494	154	2069
2692     2586	1698	1268	1936
2693     68		69	589	455
2694     956	1206	1502	1503
2695     2441	2595	2075	1428
2696     1769	816	815	1275
2697     2384	1148	426	1149
2698     1248	556	1397	2534
2699     429	1780	430	1696
2700     1590	2119	2207	80
2701     2337	1490	995	2530
2702     548	116	1270	1163
2703     1296	1294	534	2260
2704     2334	2124	2126	2335
2705     2680	836	453	580
2706     2318	2311	2321	2670
2707     154	1020	2405	494
2708     582	1821	1820	2420
2709     371	1023	1025	495
2710     458	2274	2671	467
2711     1362	574	1485	288
2712     2427	274	2083	1498
2713     2701	2080	1030	743
2714     385	2064	387	798
2715     1344	661	772	1994
2716     1545	1975	415	2531
2717     2496	2301	902	1290
2718     72		71	2678	73
2719     1450	1939	1536	1937
2720     2656	1824	426	1666
2721     101	103	1120	2114
2722     199	201	1890	1889
2723     1071	1070	285	2461
2724     1548	2643	2547	2351
2725     2269	2560	1242	2688
2726     1995	2613	613	1996
2727     2354	2429	2069	2597
2728     2117	2299	789	2515
2729     625	18	626	315
2730     2593	2592	2130	2594
2731     305	2711	319	306
2732     2709	1675	1670	892
2733     584	812	2067	691
2734     2364	1961	2582	634
2735     195	194	2633	193
2736     1430	2281	1360	1408
2737     2244	2530	2337	492
2738     225	910	1983	1229
2739     1545	415	1975	36
2740     2534	556	1998	342
2741     2551	2363	1354	2039
2742     2197	2131	2198	2189
2743     2494	2263	2110	2023
2744     54		55	2545	2095
2745     2566	254	2717	2454
2746     1534	1503	674	2178
2747     2408	2210	2215	2095
2748     2019	2255	2008	2151
2749     1483	1250	686	381
2750     2306	1616	1781	1989
2751     2394	2592	2593	2591
2752     2731	2261	1896	2428
2753     2248	27	131	1604
2754     758	2308	1375	2682
2755     1133	1899	248	478
2756     2316	2471	2468	2687
2757     2212	2093	2637	2356
2758     595	306	594	312
2759     2339	1461	761	885
2760     1702	2115	2352	525
2761     163	1182	162	1180
2762     209	208	1077	1691
2763     2058	2559	1642	2366
2764     125	1248	1397	2629
2765     1594	598	1456	1415
2766     2051	753	2050	2519
2767     2699	2427	2180	2093
2768     2479	2097	259	2099
2769     2529	1757	1986	893
2770     2564	1933	1406	1834
2771     2732	2396	811	2327
2772     169	2421	1648	2188
2773     2127	2603	2126	2384
2774     1199	800	1198	2086
2775     2414	1738	2413	1737
2776     2364	445	443	1646
2777     2005	2004	670	2044
2778     727	657	675	2713
2779     2067	83	2314	84
2780     779	1873	1992	600
2781     2153	2533	1107	1524
2782     231	230	719	229
2783     2687	356	2468	2469
2784     2064	2065	799	798
2785     964	1453	2330	2734
2786     2401	749	2307	682
2787     730	731	2004	670
2788     1187	693	889	198
2789     1169	1075	1088	80
2790     2301	2299	2650	2651
2791     318	1524	316	2550
2792     2155	2332	2412	2186
2793     2219	409	1491	543
2794     2617	1178	1475	2341
2795     1300	2000	1574	334
2796     263	262	2687	2471
2797     1919	958	1087	2265
2798     2163	2162	2208	2119
2799     1061	1060	2081	1062
2800     2704	187	931	186
2801     2186	2414	1807	1736
2802     1170	2541	500	1171
2803     1692	1286	2508	1368
2804     2631	1242	2583	1240
2805     751	2589	1569	2397
2806     2473	1096	868	1797
2807     808	328	447	2668
2808     539	658	657	2713
2809     1297	1298	103	2249
2810     2426	2680	453	425
2811     1626	236	1380	1656
2812     2103	812	2067	2320
2813     2410	2546	377	1633
2814     1187	197	251	252
2815     2252	1408	1298	103
2816     1391	1155	739	1660
2817     29		2211	572	2662
2818     33		2212	32	985
2819     2042	536	1624	233
2820     1113	562	2478	2465
2821     1537	1103	2590	1734
2822     2221	603	602	601
2823     2434	2046	2206	2502
2824     879	2302	2006	2362
2825     561	1557	2239	2237
2826     731	1664	1679	1663
2827     2161	2296	2162	2163
2828     502	2116	1288	1022
2829     2380	969	968	970
2830     1020	154	2405	155
2831     1561	2145	1793	1562
2832     791	1922	2286	843
2833     1898	775	777	2357
2834     1829	2525	2543	420
2835     1033	2600	360	4
2836     1012	844	2473	2565
2837     421	422	420	2526
2838     345	919	344	2507
2839     2249	103	2114	1120
2840     804	1928	1810	805
2841     1679	205	1212	508
2842     1275	815	1769	731
2843     2330	2194	461	755
2844     2381	1470	2114	1297
2845     2536	651	644	642
2846     2178	1095	1315	2179
2847     263	2468	2471	2687
2848     2525	1906	663	1900
2849     1268	2396	2586	1936
2850     2062	2487	2490	2568
2851     899	1592	1593	2221
