100000	4	0
281	16195	12122	16942	18272	
282	21291	23706	23708	20341	
283	17511	5017	5016	18877	
284	26244	21113	1390	23647	
285	23657	17064	12926	22451	
286	24333	24297	24285	17764	
287	19013	19041	16166	26143	
288	25108	24592	23727	26113	
289	24444	13206	12422	15590	
290	21699	24658	20184	21700	
291	19798	19797	25618	7618	
292	26191	21045	22596	20361	
293	2896	24857	2895	19711	
294	10207	10208	10931	24498	
295	23447	21189	23448	20385	
296	23676	23622	24218	24535	
297	23452	2564	2563	14165	
298	13268	10276	19235	1457	
299	23051	18940	21450	23921	
300	20643	22361	18060	23992	
301	60	2698	59	25109	
302	17790	4618	14558	19614	
303	342	7999	12927	19882	
304	26077	24415	2477	24557	
305	22672	21121	20158	20984	
306	24788	23040	25349	22389	
307	4474	4475	6365	4473	
308	2290	2291	7180	19273	
309	20900	16730	16275	8029	
310	23859	24557	21036	18364	
311	22475	22476	22477	24349	
312	12017	21305	18599	23896	
313	7602	7204	22834	10025	
314	14805	11380	11961	9980	
315	17690	22106	14106	12829	
316	3688	7845	3687	22679	
317	15784	9686	10393	20268	
318	11209	8466	11134	17532	
319	19433	18234	26305	7653	
320	5482	14568	26390	20573	
321	13031	21621	1545	18034	
322	15151	25546	7594	9980	
323	5547	5993	4459	22182	
324	13431	661	5698	26162	
325	23297	22856	18927	25297	
326	20833	12261	1015	2386	
327	18011	24263	17564	18010	
328	22033	25814	10257	4111	
329	25788	12120	1718	24712	
330	23315	21395	19933	18632	
331	10277	21336	10278	24718	
332	18264	7408	24215	11942	
333	8073	15731	8074	18255	
334	24808	3764	2003	10602	
335	25670	23181	20740	23055	
336	19932	21241	22225	21242	
337	23029	23114	22393	18258	
338	21255	25138	25137	26378	
339	10239	10240	10824	20743	
340	2380	2381	21807	2382	
341	21243	22475	24349	4422	
342	12479	14205	16680	20480	
343	343	9293	21272	21668	
344	7470	6404	18318	12221	
345	24132	8662	4339	8564	
346	24513	24448	13581	14018	
347	9669	22971	25079	22969	
348	25462	19972	13812	7447	
349	19820	13181	26038	25633	
350	23995	18336	23712	23713	
351	16073	19369	15140	23016	
352	22821	22822	23532	23870	
353	22981	18088	24703	22193	
354	12266	12614	15117	18801	
355	22839	22502	20445	22634	
356	9464	24060	21626	6052	
357	19014	1019	11462	8239	
358	14653	11758	14547	22929	
359	10344	1665	8815	25655	
360	663	22890	23082	12115	
361	17154	12917	3516	22487	
362	18737	72	70	20043	
363	9293	3957	3568	19379	
364	26024	8656	13481	15946	
365	23136	18617	20036	23655	
366	875	18909	11207	18910	
367	25207	9361	23466	14806	
368	25787	22994	25355	22495	
369	22547	1194	18833	1195	
370	19836	20700	20699	20701	
371	6748	15401	15018	23477	
372	23240	19711	21937	21172	
373	26143	17661	17466	10650	
374	20308	23128	11137	9049	
375	15118	2181	21055	24711	
376	10874	19341	5954	21790	
377	16922	9853	2481	18664	
378	22239	20894	22288	20895	
379	3030	18523	25036	18521	
380	15548	16043	14958	22396	
381	12681	11370	11707	22461	
382	18259	18258	18276	21027	
383	19201	24215	14121	16917	
384	15628	22644	22514	20763	
385	15381	17419	25564	2822	
386	14774	6901	10439	19218	
387	22063	20960	19717	18479	
388	23976	19189	21075	26349	
389	22391	23364	22755	25193	
390	23326	22894	20087	21009	
391	18754	2039	2870	19903	
392	20961	20915	24080	20207	
393	21811	16272	16185	881	
394	25039	23318	19017	25417	
395	3577	23025	25954	23026	
396	22168	24307	20592	23399	
397	21774	5732	19213	18679	
398	5955	1256	2320	25512	
399	17314	17315	14914	24324	
400	18605	20311	10899	14144	
401	21984	25846	18105	21985	
402	10409	10408	10410	19845	
403	18097	12845	10520	21883	
404	22297	22298	15887	11964	
405	21617	25281	23355	6032	
406	2100	2098	22219	21494	
407	19384	3378	10614	2606	
408	20068	20955	11530	6317	
409	1369	23200	8464	8546	
410	23679	47	2009	10668	
411	8327	6693	14065	21893	
412	14156	9845	19762	9847	
413	14682	14981	1642	25800	
414	9181	9180	8007	8008	
415	24942	7015	5693	5692	
416	6500	16755	9144	22501	
417	20240	10661	12061	23452	
418	2023	21709	21779	18556	
419	3829	4536	10731	19585	
420	20538	20537	7802	18150	
421	2741	2742	6882	22069	
422	6408	6406	21042	20840	
423	21039	12793	1052	21038	
424	18670	21705	22794	23651	
425	11417	2254	9722	22644	
426	24154	24579	19950	19948	
427	19738	23898	21471	26186	
428	12749	18042	13641	5030	
429	15575	19293	18806	22596	
430	22214	22796	8587	22306	
431	20046	10817	24244	19573	
432	20818	24197	20817	23881	
433	11538	11536	16915	21990	
434	24188	7126	7125	20122	
435	25216	18860	19596	25397	
436	14349	25080	16002	3806	
437	19677	19676	19520	24275	
438	9391	19058	26406	9390	
439	21007	19154	9927	22347	
440	2104	9325	9324	21741	
441	1337	22473	24962	1335	
442	26288	13007	15845	21158	
443	23741	4456	1762	1761	
444	4704	2083	7478	20301	
445	24026	2916	25996	2915	
446	19919	19222	25443	20043	
447	23232	19199	19200	22378	
448	2409	3282	2408	21586	
449	25563	1829	16171	24375	
450	26338	24475	19462	25854	
451	20163	8653	11968	5298	
452	7291	24037	11076	24046	
453	13797	8594	15598	24146	
454	25588	22960	15953	20035	
455	24284	3179	20156	105	
456	22733	21430	13960	21431	
457	19434	21577	18819	19431	
458	22253	22120	21723	18050	
459	11091	18882	11090	25193	
460	24856	8970	774	19265	
461	6456	11784	23489	8692	
462	21456	21043	21897	21684	
463	14539	18554	20221	26236	
464	21933	14026	11441	575	
465	19189	24380	19188	19187	
466	16764	9188	7051	20117	
467	4788	16778	15029	9399	
468	22263	25655	8814	18804	
469	17986	24298	24833	25571	
470	20555	23328	19359	20554	
471	22148	25005	9281	9466	
472	18938	277	18937	17977	
473	24640	26041	24219	24639	
474	18583	5472	5471	17015	
475	18685	20646	14499	21238	
476	5065	6924	6925	13668	
477	3831	18808	20277	5438	
478	25290	19108	5015	24724	
479	20932	22133	23841	23546	
480	19509	23808	21806	26257	
481	23891	14560	25152	12820	
482	14169	8322	2232	23304	
483	13240	12864	6643	23825	
484	13271	19686	20506	6302	
485	7262	7264	20030	20121	
486	21121	25707	25440	25441	
487	19795	24749	19796	19473	
488	1950	26155	6998	26177	
489	25320	19843	19844	20653	
490	21642	21644	21643	19980	
491	20686	21045	26413	23512	
492	6203	9854	6202	24093	
493	20322	6610	3848	3850	
494	16817	19932	24087	22225	
495	4626	8888	8889	26034	
496	1348	24110	25673	974	
497	9019	16178	13198	26095	
498	18916	22516	22515	20378	
499	18390	24606	24566	20908	
500	10669	22328	23031	2804	
501	4102	17877	17876	17875	
502	18428	21672	22067	25855	
503	19803	4501	4500	7654	
504	19469	20581	18553	20580	
505	23962	12149	19945	11474	
506	20205	20897	20207	20216	
507	20040	26283	21301	24849	
508	20909	9761	21268	14918	
509	20484	19303	24509	19302	
510	9871	25411	9870	9872	
511	13048	13047	4601	23831	
512	13488	14303	14302	21859	
513	22103	7123	10127	17965	
514	10115	18908	3942	7156	
515	14338	875	5337	18909	
516	24212	3598	3599	24497	
517	23082	14169	16672	2233	
518	20013	15404	4642	17766	
519	24573	18449	23007	20211	
520	1760	4335	4336	21566	
521	19808	23430	11420	19807	
522	9314	11886	12740	18032	
523	1158	18019	20103	18692	
524	26294	20387	21767	21219	
525	13107	14110	24709	9054	
526	2592	3900	10181	23975	
527	22017	18939	407	17589	
528	9464	6051	12088	24060	
529	25014	10581	20265	10580	
530	20142	25465	18602	19364	
531	8608	7260	13006	18016	
532	13089	25403	20822	25033	
533	9522	2591	14446	25041	
534	20912	21552	23047	21145	
535	24458	22343	22341	9521	
536	24550	22771	20974	22733	
537	6980	1598	1599	23003	
538	22823	22040	24139	25518	
539	11762	20508	23171	23007	
540	1430	4615	4613	21455	
541	22280	22281	18106	22849	
542	7155	3462	3944	10115	
543	14868	3538	3539	23099	
544	1112	8559	9393	21122	
545	24667	18195	2088	3356	
546	20259	20258	22192	22044	
547	16643	8650	944	21034	
548	1850	22131	19568	20489	
549	24278	6441	25935	22739	
550	20048	19697	17859	17860	
551	24334	24653	19416	20641	
552	19669	22240	18686	12546	
553	26213	4224	25424	14032	
554	616	3837	23002	617	
555	13102	13101	11649	24068	
556	23817	19391	22284	24487	
557	3593	19888	23154	22115	
558	16424	14031	3441	24346	
559	1826	1827	3059	17835	
560	6621	17428	5161	18064	
561	2366	4931	4259	18075	
562	18876	4345	18877	4344	
563	21277	25292	17893	23161	
564	18887	23847	19455	19940	
565	9822	19406	13961	10540	
566	21871	8321	13911	13910	
567	21009	2951	1905	5428	
568	320	25545	321	12217	
569	20633	22830	20420	20361	
570	26398	6213	26432	6214	
571	23195	7229	9939	9309	
572	6713	10713	6712	26167	
573	8495	11040	244	22628	
574	25025	24442	6029	6030	
575	20618	25851	16400	521	
576	21037	22486	22445	21038	
577	18707	21646	10968	2516	
578	10197	10135	10657	18632	
579	7854	23268	22731	22706	
580	18661	12383	14364	12382	
581	24950	25308	24457	24951	
582	6564	9250	15375	20863	
583	20479	7339	20478	15940	
584	23606	339	25879	16966	
585	15405	15406	15709	18138	
586	21698	3976	20628	18171	
587	6020	11893	11894	24792	
588	20197	22671	24930	21225	
589	21495	18512	21989	25492	
590	18696	18430	22597	7379	
591	10088	10087	3008	18834	
592	9466	22302	22148	25005	
593	23705	20543	3740	3739	
594	14093	2539	2537	24745	
595	24076	2212	7374	2049	
596	18681	12868	12869	20259	
597	12143	12141	15411	8191	
598	20124	24450	19155	24168	
599	9095	82	18326	19240	
600	19928	21337	23038	19927	
601	24956	25465	21951	25410	
602	18482	11779	2886	20600	
603	25149	25954	24058	3577	
604	20612	13086	23234	13087	
605	21496	7337	9965	6508	
606	22944	15532	22593	19906	
607	774	19265	1798	24856	
608	21705	25804	23535	21704	
609	13403	13402	8307	17899	
610	21280	22240	22418	19669	
611	4885	20383	4687	22250	
612	16856	3351	20265	19250	
613	10643	12705	14881	7775	
614	192	16813	20317	17614	
615	17016	8206	21156	2314	
616	10515	18692	20104	19608	
617	3904	11710	23854	20541	
618	10924	22772	22664	21147	
619	17852	19129	226	20411	
620	10292	8579	7001	17155	
621	15116	3247	17261	23731	
622	11253	18202	8974	18509	
623	26325	21171	21169	21170	
624	21333	18106	19444	26420	
625	10303	18843	19175	20291	
626	16972	21231	25337	21230	
627	6975	6976	7210	24258	
628	15206	22658	14866	24872	
629	4490	17957	21996	23005	
630	14587	2358	4961	24116	
631	23902	19554	19684	19557	
632	9474	9473	8385	23693	
633	14981	24518	8371	9667	
634	19832	23442	18568	18569	
635	19024	6054	2594	10874	
636	23657	22451	20457	17064	
637	18870	19219	22024	22023	
638	21808	19647	23037	23038	
639	4933	14313	2748	19648	
640	22681	10992	10442	20182	
641	18036	20432	20011	19174	
642	25639	23996	19920	7079	
643	25344	4734	12214	23551	
644	4622	14583	13798	24146	
645	19555	23724	20220	23725	
646	24429	24751	8229	7341	
647	18742	23988	22715	18745	
648	21559	18910	21010	21376	
649	15157	21496	20812	21588	
650	7571	7570	22079	13187	
651	22517	20701	25240	24819	
652	5161	18064	17428	13381	
653	26285	25623	17698	15825	
654	24299	19840	21413	21412	
655	19959	22126	23498	20649	
656	23518	20262	4853	20263	
657	25358	22576	15925	23186	
658	20319	20562	429	22963	
659	21303	17348	17405	16423	
660	4788	24770	22854	22853	
661	2417	9996	1142	25921	
662	18153	6655	20814	1495	
663	24254	18911	24604	22261	
664	6129	9086	9087	20362	
665	2421	20532	5818	22677	
666	21204	23748	21729	17596	
667	22868	23509	22869	22870	
668	20212	20177	22413	25645	
669	18863	21841	18527	18862	
670	18483	1447	18484	16170	
671	8581	19283	18589	22611	
672	23657	22552	20456	20457	
673	14677	18949	22734	18950	
674	9286	6384	4169	25002	
675	21639	8677	9485	4799	
676	982	984	983	251	
677	5680	3519	5679	5681	
678	3483	23305	3485	24082	
679	13459	12674	9811	25902	
680	1279	22776	1281	1280	
681	22692	15734	18338	18092	
682	21981	12990	12989	11832	
683	11721	20301	25889	26148	
684	24837	12064	15949	18369	
685	15214	8753	14585	24146	
686	17626	17195	9511	20480	
687	18113	1248	9797	20330	
688	18976	24830	24926	24763	
689	18914	24241	1311	6282	
690	17672	20836	15063	14992	
691	4939	18098	19267	18057	
692	10339	23831	4603	12242	
693	19439	19441	23962	19440	
694	16343	4970	16233	18255	
695	24166	24165	20934	20931	
696	9417	2611	13156	23761	
697	16076	12707	11133	21028	
698	1257	16747	1256	23597	
699	20847	16512	8962	8964	
700	17059	21778	21777	23104	
701	21717	22903	23737	23518	
702	19275	19274	15628	4127	
703	5757	5756	24847	19352	
704	18935	4282	1509	1508	
705	8589	8905	12457	24794	
706	18548	18549	8998	18550	
707	18080	18082	3321	24665	
708	14578	19178	2050	15960	
709	25637	24374	2230	2228	
710	24350	1520	22831	15634	
711	25504	2907	8519	22066	
712	20083	20084	15650	20085	
713	23694	24909	13308	23837	
714	8623	12505	12504	19225	
715	19131	18695	13938	12020	
716	22464	22465	19928	21750	
717	24639	16340	10746	4445	
718	25107	25108	12219	17744	
719	23419	18647	743	21311	
720	21297	14479	524	21298	
721	9331	9332	19119	6832	
722	18924	18925	18378	8505	
723	12602	16671	24843	16126	
724	26430	25097	20213	20214	
725	26043	18113	18111	20331	
726	14051	12987	12988	22429	
727	15212	22255	10156	22256	
728	18962	9840	23470	8902	
729	7612	22538	7614	7613	
730	22954	24007	26410	26099	
731	15681	10967	762	24951	
732	25063	24024	22815	25652	
733	14542	17060	10281	22998	
734	7688	8541	24930	188	
735	21917	21916	22731	7854	
736	18698	26365	22175	22095	
737	17806	13430	22362	25761	
738	1275	17152	23450	10214	
739	10233	1778	1779	21005	
740	10387	10388	18890	21608	
741	10426	1388	1389	23647	
742	21580	18429	19910	22355	
743	25018	19874	20873	23142	
744	24283	19582	18556	25443	
745	18609	22941	1651	1652	
746	22774	17338	16234	21399	
747	18573	2019	25453	1377	
748	17303	2132	1652	24802	
749	24924	25742	25664	26328	
750	20015	24039	20016	26113	
751	24096	13843	9331	10943	
752	24442	25025	22456	25784	
753	10697	10696	4228	23322	
754	2253	19203	19204	19319	
755	15579	9141	8670	25493	
756	19804	24359	22727	26375	
757	2555	2556	24949	23790	
758	16501	15563	18292	18291	
759	17982	7469	17983	7470	
760	20044	22329	14933	19919	
761	10248	8289	361	24969	
762	11838	12046	9148	21974	
763	25374	3204	7286	13137	
764	16010	2825	2826	22807	
765	24488	11199	11377	18233	
766	16803	15133	25027	4138	
767	23892	18581	21014	18580	
768	2596	2597	21157	2598	
769	20051	9953	8641	21481	
770	21338	25008	19864	18037	
771	8049	10299	4251	13181	
772	24194	8089	19590	568	
773	320	18935	23076	25545	
774	9730	9729	7964	21495	
775	13760	2030	8200	22773	
776	19362	18239	5452	6512	
777	19282	21832	10836	16444	
778	16700	2668	6499	13034	
779	25859	14552	10689	10688	
780	10654	4480	17046	25201	
781	21774	18953	22204	19331	
782	1428	1427	5377	20726	
783	23742	22738	18617	19653	
784	20629	20419	5146	23302	
785	14351	21402	4887	19525	
786	24794	25774	25750	25752	
787	22487	12917	25395	17154	
788	21329	1928	1930	9292	
789	4865	4864	4778	24690	
790	10486	2196	10793	22134	
791	20974	15509	7809	7133	
792	25336	26050	11399	11397	
793	21206	18332	23057	20935	
794	26389	25626	23571	24345	
795	18494	9727	7281	18293	
796	15965	7480	7481	22213	
797	19790	17995	18308	25295	
798	20531	6145	26093	18257	
799	18382	20745	18993	24214	
800	7128	7129	21356	20511	
801	23832	18157	25072	24221	
802	15172	24779	9137	19877	
803	11553	16034	16248	26065	
804	20536	3019	18842	8844	
805	5709	13658	2946	24648	
806	6228	7817	2881	21650	
807	25761	13430	22036	26162	
808	15725	1852	13769	18027	
809	5372	15995	1016	22805	
810	1660	24505	416	18781	
811	20615	22945	24605	24606	
812	20309	19548	13949	3648	
813	4959	4958	3053	23755	
814	21196	19923	21198	21199	
815	18242	18788	11633	23888	
816	25728	4312	3050	10724	
817	26411	19455	17866	23425	
818	7760	16507	316	20891	
819	2202	4937	4938	22523	
820	1452	2058	2056	18263	
821	16821	13812	13813	22526	
822	15828	7058	14380	19501	
823	19675	10890	20009	13119	
824	19480	6717	13193	16777	
825	17990	2337	2286	5357	
826	22220	23788	665	22245	
827	17304	14567	25124	13601	
828	15265	19853	19852	19854	
829	4502	23309	17363	9809	
830	25849	8157	14284	6445	
831	13560	14947	13559	19202	
832	14306	6055	22905	20567	
833	24017	3230	24016	258	
834	21123	21124	11555	10178	
835	7933	19892	19893	24285	
836	19571	19573	19572	20719	
837	17166	261	3556	13909	
838	21321	4393	2461	2460	
839	3221	24690	910	23273	
840	12445	21908	22609	18048	
841	23628	18426	23627	25297	
842	18881	22119	18884	18439	
843	14029	24464	19022	14028	
844	24691	19994	15057	16591	
845	8079	16770	13869	14722	
846	557	2335	9186	22156	
847	14009	12126	5845	5847	
848	8231	19953	15619	8233	
849	19595	18857	19594	19596	
850	22368	468	469	25169	
851	18074	13165	2368	18424	
852	20201	21686	23492	20202	
853	24094	26287	12142	4716	
854	19367	25803	1414	1413	
855	14057	12627	14442	9549	
856	4734	23550	11516	23551	
857	19919	20043	3756	19222	
858	23293	10426	11629	1490	
859	2220	11707	22915	12681	
860	24026	2846	2844	21793	
861	8829	8828	9728	20506	
862	8340	7471	7472	22011	
863	11653	2147	6626	19533	
864	13206	12422	5316	18119	
865	15009	7475	23431	10402	
866	14370	19661	21630	25032	
867	19312	22690	22025	18072	
868	24522	3772	501	11111	
869	25707	10200	26087	18125	
870	25463	20598	11778	12361	
871	5672	17448	20123	11110	
872	19863	21490	19864	25008	
873	9160	4199	9161	18939	
874	3224	12204	1924	24149	
875	3532	5644	5105	19161	
876	25191	22029	26013	19144	
877	3421	12189	6884	23388	
878	14527	22942	20810	18093	
879	11115	10436	7741	25265	
880	19382	19324	24310	21302	
881	19117	21080	25648	25586	
882	15020	15021	23693	17970	
883	9294	2248	21668	18547	
884	15989	8950	10779	18236	
885	17074	8130	43	25310	
886	23054	20698	23502	22442	
887	20886	14013	1150	12087	
888	24752	24535	23623	19442	
889	12823	10534	12353	19038	
890	17177	19782	17464	8924	
891	12707	12708	6106	11209	
892	18233	24234	25161	18234	
893	8645	17546	8644	20400	
894	5767	22249	5443	18381	
895	12649	24045	23209	20141	
896	25272	20080	22085	22086	
897	12623	18161	15769	2901	
898	23665	25120	1999	80	
899	24023	22816	19028	24916	
900	6105	6104	6106	23703	
901	424	652	653	18175	
902	23334	8358	12520	7235	
903	412	20512	25516	2816	
904	26394	24922	14689	22998	
905	18483	20957	23190	19133	
906	24815	18859	19361	23992	
907	23309	24643	21068	11160	
908	6451	973	974	21665	
909	14982	14981	23990	1641	
910	4042	19989	25503	21790	
911	13594	25082	23324	8994	
912	11969	11355	20073	9990	
913	16551	3231	176	5307	
914	22354	15921	8042	23106	
915	24444	9407	12422	18119	
916	26422	21199	19923	18817	
917	6672	6673	17526	20055	
918	13865	26214	26213	24839	
919	6764	18969	12110	19723	
920	25037	22838	14073	3983	
921	22272	26418	23943	22451	
922	20599	20601	20251	21082	
923	25051	24443	21799	20232	
924	20864	25272	20865	23052	
925	9871	6166	7077	23965	
926	25369	19879	25627	24870	
927	21141	14689	25303	14690	
928	4057	10636	17418	24220	
929	23542	20659	21901	20661	
930	18794	9864	6474	15785	
931	24962	1335	1336	1337	
932	5577	8738	16144	24767	
933	25978	18744	22394	10356	
934	24841	21618	17518	5891	
935	25632	3449	3448	12748	
936	6257	6256	6255	17985	
937	239	21806	23808	240	
